Respondent_ID,Gender,Age_Group,Education,Experience,Organization_Size,IT_Subsector,Role_Level,GHRM1,GHRM2,GHRM3,GHRM4,GHRM5,GHRM6,GHRM7,GHRM8,GHRM9,GHRM10,GHRM11,GHRM12,GHRM13,GHRM14,GHRM15,GHRM16,GHRM17,GHRM18,EGB1,EGB2,EGB3,EGB4,EGB5,EGB6,EGB7,EGB8,EGB9,EGB10,EGB11,EGB12,GOC1,GOC2,GOC3,GOC4,GOC5,GOC6,GOC7,GOC8,EK1,EK2,EK3,EK4,EK5,EK6,SO1,SO2,SO3,SO4,SO5,SO6,SO7,SO8,SO9,SO10
R0263,Female,36-40,Bachelor's,2-5 yrs,Small (<500),IT Services/ITES,Senior/Managerial,4,4,3,5,4,5,4,4,4,3,4,3,4,5,4,4,4,4,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,5,5,4,5,5,5,3,4,3,3,3,3,3,3,3,4
R0264,Male,31-35,Master's,11-15 yrs,Medium (500-2000),Digital Enterprises,Entry-level,3,3,3,3,4,2,2,2,3,3,4,3,3,2,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,2,5,5,5,5,5,4,5,5,5,5
R0265,Male,31-35,Master's,6-10 yrs,Large (>2000),IT Services/ITES,Entry-level,4,4,4,4,4,4,4,3,4,3,5,4,4,4,5,4,5,5,5,4,4,4,5,4,4,3,4,4,4,4,3,4,4,5,3,4,3,4,4,4,4,5,4,4,5,4,4,4,4,4,5,4,4,4
R0266,Male,21-25,Bachelor's,6-10 yrs,Medium (500-2000),Software Products,Entry-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,1,3,2,3,4,3,3,3,3,3,5,4,4,3,5,3,3,3,3,4,5,4,5,3,2,3,4,2,3,3,3,3,3
R0267,Female,36-40,Master's,<2 yrs,Large (>2000),Software Products,Senior/Managerial,4,4,4,3,4,4,4,4,4,3,4,4,5,4,3,3,4,4,4,3,3,3,2,4,3,3,2,4,4,3,3,4,4,4,4,3,3,4,2,3,3,3,3,3,4,3,3,3,4,4,3,4,3,4
R0268,Female,21-25,Master's,2-5 yrs,Small (<500),Digital Enterprises,Entry-level,4,4,5,4,5,3,4,4,4,4,4,5,4,4,4,5,5,4,5,5,4,5,5,5,4,3,5,5,5,5,4,4,3,5,4,5,4,4,4,5,3,4,4,5,4,5,5,4,5,4,5,4,4,4
R0269,Female,26-30,Master's,2-5 yrs,Large (>2000),Software Products,Mid-level,3,3,4,4,3,4,4,3,4,4,4,4,4,3,3,3,3,4,3,3,4,4,4,4,3,3,4,3,3,3,4,4,4,5,3,4,4,5,3,3,3,2,3,3,4,4,3,5,3,4,4,4,5,5
R0270,Male,36-40,Master's,6-10 yrs,Small (<500),Software Products,Mid-level,3,4,4,5,3,3,3,4,4,4,3,4,3,3,3,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,5,5,5,5,5,4,5,5,2,1,2,2,2,2,4,3,4,4,5,4,3,4,5,3
R0271,Male,36-40,Doctorate,2-5 yrs,Medium (500-2000),IT Services/ITES,Leadership,2,3,3,3,2,3,1,3,2,2,3,2,3,2,2,2,3,2,5,5,5,4,5,5,5,5,5,4,4,5,2,2,2,1,2,2,2,2,4,3,2,3,3,3,5,5,5,5,5,4,5,4,5,5
R0272,Female,21-25,Bachelor's,6-10 yrs,Medium (500-2000),IT Services/ITES,Leadership,3,4,4,4,3,4,4,4,4,3,4,3,3,5,3,4,4,4,2,2,2,3,2,2,2,2,4,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,1,3,3,3,2,3,2,3,2,3,2,2
R0273,Female,21-25,Master's,2-5 yrs,Large (>2000),IT Services/ITES,Leadership,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,4,4,2,3,3,3,3,2,2,2,2,2,3,2,3,2,2,3,2,3,2,2,4,4,3,3,4,4,3,4,4,3,3,3,3,3,3,3
R0274,Male,31-35,Master's,>15 yrs,Medium (500-2000),Software Products,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,3,2,3,2,3,5,5,5,5,5,5,5,5,5,5
R0275,Male,31-35,Doctorate,6-10 yrs,Large (>2000),IT Services/ITES,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4
R0276,Male,26-30,Master's,2-5 yrs,Medium (500-2000),Digital Enterprises,Senior/Managerial,4,4,4,4,4,4,4,4,4,4,3,5,5,3,4,5,4,2,4,4,4,3,5,5,5,5,4,4,4,4,3,3,3,4,3,3,4,3,2,2,4,3,2,3,5,5,4,4,5,4,4,5,4,4
R0277,Female,31-35,Master's,2-5 yrs,Large (>2000),Digital Enterprises,Entry-level,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,3,2,2,4,5,5,5,5,5,4,5,5,5,4,5,1,1,1,1,1,1,1,1,2,3,3,2,2,3,4,4,3,4,3,4,4,4,3,3
R0278,Male,26-30,Bachelor's,2-5 yrs,Medium (500-2000),Digital Enterprises,Entry-level,1,3,2,2,1,1,2,1,1,1,2,2,2,2,1,2,1,2,3,5,4,4,5,4,3,4,4,4,5,4,1,1,1,1,1,1,1,1,3,2,3,3,3,2,3,3,3,2,3,4,3,4,3,4
R0279,Male,31-35,Master's,2-5 yrs,Medium (500-2000),IT Services/ITES,Leadership,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,3,3,3,3,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,5
R0280,Male,36-40,Master's,11-15 yrs,Large (>2000),Software Products,Entry-level,4,4,2,4,4,3,5,4,4,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,4,3,4,3,3,3,2,4,3,4,2,3,4,2,4,4,4,4,4,4,3,3,4,3,4,4,4,3,3,4
R0281,Female,36-40,Doctorate,11-15 yrs,Medium (500-2000),Software Products,Mid-level,5,4,4,4,4,4,4,5,5,4,3,5,5,4,4,5,5,4,3,5,4,5,4,5,4,4,4,4,5,4,3,4,3,4,3,3,4,4,3,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5
R0282,Male,26-30,Bachelor's,<2 yrs,Large (>2000),Digital Enterprises,Mid-level,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,2,3,2,3,3,4,3,3,3,4,4,3,3,3,4,3,3,4,4,3,5,4,4,1,1,2,2,2,2,2,1,2,1
R0283,Male,21-25,Bachelor's,11-15 yrs,Large (>2000),AI/ML Firms,Entry-level,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,3,4,4,4,4,4,4,3,4,3,5,4,3,3,4,4,2,1,1,2,2,1,4,4,4,4,4,3,3,3,3,4
R0284,Female,21-25,Doctorate,<2 yrs,Small (<500),IT Services/ITES,Leadership,3,5,4,5,4,4,4,4,4,4,4,3,5,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4
R0285,Male,26-30,Master's,11-15 yrs,Large (>2000),IT Services/ITES,Entry-level,2,1,2,1,2,1,2,2,1,2,2,2,3,1,3,2,2,2,2,4,4,3,4,3,3,3,3,4,2,3,2,2,2,2,2,2,2,2,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,5
R0286,Male,26-30,Bachelor's,2-5 yrs,Small (<500),IT Services/ITES,Mid-level,3,2,3,3,4,2,2,3,3,3,2,3,2,3,3,3,2,3,5,3,3,4,4,3,3,3,2,4,3,4,2,3,2,2,3,3,2,2,4,4,4,4,4,4,2,3,2,3,4,3,3,3,2,2
R0287,Male,21-25,Master's,2-5 yrs,Large (>2000),IT Services/ITES,Mid-level,4,5,4,4,4,5,4,5,4,4,4,3,3,3,4,4,4,4,2,3,3,3,4,2,4,3,3,3,4,2,4,4,4,5,4,4,4,5,4,4,4,4,5,4,4,3,4,4,5,4,4,4,4,4
R0288,Male,36-40,Master's,11-15 yrs,Large (>2000),IT Services/ITES,Mid-level,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,3,3,4,4,4,3,4,1,1,2,1,2,2,2,2,4,5,5,4,4,5,3,4,3,4,4,5,4,3,3,4
R0289,Male,36-40,Doctorate,2-5 yrs,Small (<500),IT Services/ITES,Senior/Managerial,3,3,3,3,3,2,4,3,3,4,3,2,4,2,2,3,3,4,3,3,2,2,3,3,3,4,3,3,3,3,3,4,4,4,5,4,3,4,5,5,5,5,4,4,3,3,2,3,4,2,4,3,2,2
R0290,Male,36-40,Bachelor's,2-5 yrs,Small (<500),Software Products,Senior/Managerial,3,3,3,3,3,3,4,3,3,3,5,3,4,2,4,2,4,3,3,4,3,3,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,1,2,2,1,1,1,3,4,4,3,4,4,4,3,4,4
R0291,Male,26-30,Master's,11-15 yrs,Large (>2000),Software Products,Mid-level,3,3,2,3,2,2,3,3,4,4,3,3,3,3,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,3,4,3,2,2,2,2,1,1,1,5,5,5,5,5,5,5,5,5,5
R0292,Female,36-40,Bachelor's,6-10 yrs,Medium (500-2000),Software Products,Mid-level,4,3,3,4,4,3,4,4,4,4,4,3,3,5,3,4,4,4,2,3,3,2,4,3,2,4,4,4,3,2,5,5,5,5,5,5,5,5,3,4,4,4,4,4,5,4,5,5,4,5,5,5,5,5
R0293,Female,31-35,Bachelor's,11-15 yrs,Medium (500-2000),Digital Enterprises,Entry-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,3,4,3,4,4,4,3,4,3,3,3,3,4,3,4,4,5,4,4,4,5,4,4,4
R0294,Male,31-35,Master's,6-10 yrs,Large (>2000),Digital Enterprises,Mid-level,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,4,5,4,4,4,5,2,1,2,2,2,4,2,2,2,2
R0295,Female,21-25,Bachelor's,<2 yrs,Medium (500-2000),AI/ML Firms,Leadership,2,3,3,4,3,4,4,3,3,4,3,4,3,3,2,3,3,3,3,4,5,4,3,3,4,3,3,4,4,4,3,3,4,4,2,3,3,2,3,3,3,3,3,4,3,4,3,3,3,2,3,4,3,3
R0296,Male,41-45,Bachelor's,6-10 yrs,Small (<500),Digital Enterprises,Senior/Managerial,3,3,4,4,3,4,4,4,4,5,4,4,4,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,2,3,3,2,1,2,1,1,1,1,1,3,4,3,2,3,4,4,3,3,3
R0297,Female,26-30,Bachelor's,11-15 yrs,Large (>2000),Software Products,Entry-level,4,3,5,4,4,4,4,3,4,3,4,5,4,4,4,4,4,3,3,4,3,3,4,3,4,3,4,3,3,4,4,3,5,4,4,4,4,4,1,2,1,3,3,2,5,4,4,5,5,5,3,4,5,5
R0298,Male,26-30,Bachelor's,<2 yrs,Large (>2000),Software Products,Senior/Managerial,2,3,3,2,3,3,3,4,2,3,2,3,3,3,3,3,3,3,4,4,4,4,4,5,4,4,4,4,3,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,5,5,5,4,5,4,5,4,5,5
R0299,Male,26-30,Bachelor's,2-5 yrs,Large (>2000),Software Products,Senior/Managerial,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,4,4,2,3,3,3,4,3,2,1,1,2,2,1,1,2,2,3,3,3,2,3,2,4,4,4,3,3,5,3,3,5,3
R0300,Male,26-30,Doctorate,6-10 yrs,Medium (500-2000),Software Products,Senior/Managerial,4,5,4,4,5,4,4,3,4,3,4,3,4,4,4,5,4,5,3,4,4,3,4,3,3,3,3,4,4,3,5,4,4,5,4,4,5,5,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4
R0301,Male,46+,Bachelor's,11-15 yrs,Large (>2000),AI/ML Firms,Senior/Managerial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5
R0302,Male,31-35,Master's,2-5 yrs,Small (<500),Software Products,Leadership,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,4,4,4,3,4,4,4,3,3,4,4,3,3,3,4,1,2,3,2,2,4,5,4,5,5,5,4,3,4,3,4,3,4,4,4,4
R0303,Male,41-45,Bachelor's,11-15 yrs,Small (<500),Digital Enterprises,Entry-level,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0304,Female,46+,Master's,2-5 yrs,Medium (500-2000),IT Services/ITES,Mid-level,3,3,3,2,3,2,3,3,4,2,2,2,2,2,3,3,3,3,4,4,5,5,4,5,5,5,4,4,4,5,5,5,5,4,5,5,5,5,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,3
R0305,Male,31-35,Master's,6-10 yrs,Large (>2000),Software Products,Leadership,3,4,4,3,3,4,4,4,3,3,3,3,4,4,3,4,4,3,3,3,3,4,4,3,4,4,4,3,3,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,3,2,2,3,3,3,1,2,2,2
R0306,Male,36-40,Doctorate,11-15 yrs,Small (<500),AI/ML Firms,Mid-level,2,2,2,2,2,2,1,1,2,2,1,1,2,2,3,1,1,2,2,3,1,2,1,2,3,3,2,1,2,2,4,5,4,4,4,5,4,4,3,4,3,4,5,4,2,2,2,2,4,4,4,3,3,3
R0307,Female,41-45,Bachelor's,2-5 yrs,Medium (500-2000),Digital Enterprises,Senior/Managerial,3,3,3,2,3,2,4,2,3,2,3,3,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5
R0308,Male,26-30,Master's,2-5 yrs,Medium (500-2000),IT Services/ITES,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,4,5,5,3,1,2,2,1,1,2,1,2,5,5,5,5,5,5,4,4,5,4,4,2,4,4,3,4
R0309,Male,26-30,Bachelor's,6-10 yrs,Large (>2000),Software Products,Mid-level,4,4,5,4,5,4,4,4,5,5,5,5,4,4,5,5,4,5,3,4,3,3,3,4,4,4,3,3,4,4,3,4,4,4,3,3,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4
R0310,Male,31-35,Bachelor's,2-5 yrs,Small (<500),IT Services/ITES,Leadership,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,3,3,3,4,4,3,3,4,3,4,2,3,5,3,3,3,3,3,3,3,3,5,4,5,5,5,5,5,4,5,5
R0311,Male,31-35,Master's,11-15 yrs,Large (>2000),IT Services/ITES,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
R0312,Female,36-40,Master's,>15 yrs,Medium (500-2000),AI/ML Firms,Mid-level,3,4,5,5,4,4,4,5,5,4,3,4,4,4,4,4,4,4,5,5,5,4,5,5,5,4,5,4,5,5,3,3,3,3,3,3,3,3,3,4,3,2,3,2,5,5,5,5,5,5,5,5,5,5
R0313,Male,26-30,Bachelor's,6-10 yrs,Medium (500-2000),IT Services/ITES,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,5
R0314,Male,36-40,Master's,11-15 yrs,Small (<500),Digital Enterprises,Leadership,4,4,5,4,3,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,5,3,3,5,4,4,5,5,5,5,5,5,5,5,1,1,2,1,2,1,3,3,2,3,3,2,2,3,2,2
R0315,Female,31-35,Master's,>15 yrs,Large (>2000),Software Products,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,3,5,4,4,4,3,4,5,3,4,4,4,4,4,5,4,4,4,5,2,2,3,3,3,3,5,3,4,5,4,4,4,4,4,3
R0316,Female,26-30,Master's,6-10 yrs,Large (>2000),Digital Enterprises,Leadership,3,3,3,3,3,4,3,4,3,3,3,3,2,3,3,3,3,4,4,4,4,3,4,4,5,4,4,4,4,3,5,4,4,4,3,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4
R0317,Female,36-40,Master's,11-15 yrs,Small (<500),Software Products,Mid-level,3,4,4,3,5,4,5,4,4,3,4,5,2,4,3,4,4,4,3,3,2,2,3,2,4,3,3,3,3,2,3,3,3,3,4,2,3,3,2,3,3,4,4,4,4,2,3,3,4,4,3,3,3,3
R0318,Male,41-45,Master's,<2 yrs,Medium (500-2000),Digital Enterprises,Leadership,2,2,2,3,2,2,3,2,3,3,2,3,2,2,4,3,2,4,3,2,1,2,1,1,2,2,2,2,2,2,4,4,3,4,4,3,4,3,5,5,4,5,5,5,2,2,2,1,3,2,1,3,2,2
R0319,Male,26-30,Doctorate,11-15 yrs,Small (<500),Software Products,Mid-level,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,4,5,3,4,4,5,5,5,5,4,3,4,3,4,3,4,3,3,4,3
R0320,Female,26-30,Master's,2-5 yrs,Medium (500-2000),AI/ML Firms,Senior/Managerial,2,1,1,2,1,2,3,3,1,2,2,1,3,1,1,1,2,1,4,3,4,3,4,4,3,3,4,4,3,2,4,4,4,4,4,4,4,4,3,4,3,3,3,3,5,5,4,4,5,4,4,5,5,4
R0321,Male,36-40,Master's,<2 yrs,Large (>2000),Digital Enterprises,Mid-level,5,5,5,5,5,5,4,5,5,5,5,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0322,Female,31-35,Bachelor's,6-10 yrs,Small (<500),IT Services/ITES,Entry-level,4,3,3,2,3,4,4,4,3,4,3,4,3,3,4,3,3,3,2,2,2,3,3,3,3,2,3,3,2,3,5,5,5,5,5,5,5,5,3,4,3,2,4,4,4,4,5,5,4,4,4,4,4,5
R0323,Female,26-30,Master's,2-5 yrs,Large (>2000),Software Products,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5
R0324,Female,41-45,Doctorate,<2 yrs,Medium (500-2000),Digital Enterprises,Senior/Managerial,5,5,5,5,5,5,5,4,4,4,5,4,4,5,4,5,4,5,3,3,3,5,3,3,4,4,2,3,4,4,4,5,5,5,4,5,5,5,3,3,3,3,2,3,4,4,5,5,5,5,5,5,4,5
R0325,Male,26-30,Bachelor's,6-10 yrs,Small (<500),Digital Enterprises,Senior/Managerial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,3,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
R0326,Female,26-30,Master's,<2 yrs,Small (<500),AI/ML Firms,Mid-level,5,4,4,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,3,3,3,3,3,3,4,3,4,3,3,2,4,4,4,4,5,4,4,4,5,5,5,5,4,4,3,4,4,4,4,3,4,4,4,4
R0327,Female,41-45,Master's,11-15 yrs,Small (<500),IT Services/ITES,Mid-level,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,5,4,5,5,4,5,4,5,5,4,4,4,4,5,1,1,1,1,1,1,2,3,3,3,3,3,4,3,2,2
R0328,Female,31-35,Bachelor's,>15 yrs,Large (>2000),Software Products,Senior/Managerial,3,4,3,3,3,4,4,3,3,4,4,4,3,4,3,4,3,3,5,4,4,4,3,4,4,5,4,4,4,4,5,5,4,5,5,4,5,5,3,3,3,3,2,3,5,5,5,5,5,5,5,5,5,5
R0329,Female,31-35,Master's,11-15 yrs,Medium (500-2000),IT Services/ITES,Senior/Managerial,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,5,3,4,4,2,3,3,2,3,2,4,3,4,5,3,3,4,4,3,4
R0330,Female,26-30,Master's,2-5 yrs,Large (>2000),AI/ML Firms,Senior/Managerial,2,4,1,2,2,3,3,2,2,3,3,3,2,2,3,3,2,3,5,4,4,4,4,4,5,5,4,5,5,4,4,5,5,4,5,5,5,5,3,3,2,4,3,3,3,3,3,3,3,4,4,3,3,3
R0331,Female,26-30,Master's,6-10 yrs,Small (<500),Software Products,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,2,3,2,5,5,5,5,5,5,5,5,5,5
R0332,Female,21-25,Bachelor's,<2 yrs,Medium (500-2000),Software Products,Mid-level,4,4,5,4,5,4,4,5,5,3,4,4,4,3,5,5,5,4,2,4,2,3,3,3,3,2,3,3,2,3,5,5,5,5,5,5,5,5,3,3,2,3,2,2,3,3,2,3,2,3,3,3,3,3
R0333,Female,41-45,Bachelor's,6-10 yrs,Medium (500-2000),Digital Enterprises,Mid-level,2,2,3,2,3,2,3,2,2,2,2,1,2,2,3,2,2,3,1,3,2,3,2,3,2,3,2,2,2,2,4,4,4,4,4,4,5,4,2,2,2,2,2,1,4,4,4,4,4,5,4,5,5,4
R0334,Female,21-25,Bachelor's,2-5 yrs,Medium (500-2000),AI/ML Firms,Entry-level,2,2,1,3,3,2,2,1,2,1,2,2,1,2,2,3,1,2,1,2,3,2,3,2,2,3,3,2,2,2,3,2,3,3,3,3,3,2,5,4,5,4,4,5,3,2,1,2,1,2,1,2,2,2
R0335,Female,21-25,Bachelor's,6-10 yrs,Small (<500),AI/ML Firms,Leadership,4,3,3,3,4,3,4,3,3,4,4,3,4,3,3,4,3,4,2,3,2,3,3,2,2,3,3,3,2,3,5,5,5,5,5,4,4,4,5,4,4,5,5,4,4,3,3,4,4,4,4,4,3,5
R0336,Female,36-40,Bachelor's,2-5 yrs,Small (<500),Digital Enterprises,Mid-level,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,3,3,4,4,3,3,4,2,3,3,4,4,1,1,1,1,1,1,1,1,3,3,3,3,4,3,5,4,3,4,4,4,4,5,5,5
R0337,Female,41-45,Master's,>15 yrs,Large (>2000),IT Services/ITES,Mid-level,2,3,3,2,3,3,2,3,2,2,3,2,1,2,3,2,2,2,3,2,3,2,3,3,4,3,3,2,2,3,4,4,3,3,4,4,4,4,3,3,4,2,3,3,3,3,4,4,4,3,4,4,4,4
R0338,Male,36-40,Master's,2-5 yrs,Large (>2000),IT Services/ITES,Mid-level,3,4,5,4,4,4,5,4,5,4,4,4,4,4,3,4,4,4,2,2,2,2,2,2,2,2,3,2,1,2,1,1,1,1,1,1,1,1,4,4,5,4,5,4,4,3,4,3,4,4,3,3,4,3
R0339,Female,26-30,Doctorate,2-5 yrs,Small (<500),Digital Enterprises,Mid-level,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,3,5,4,4,5,4,4,4,4,3,2,1,2,2,1,2,1,2,3,3,3,3,2,2,4,5,5,4,4,5,5,5,5,5
R0340,Female,26-30,Doctorate,2-5 yrs,Large (>2000),Digital Enterprises,Senior/Managerial,5,5,4,4,5,5,5,4,5,4,5,5,5,4,5,4,5,4,5,5,4,4,4,4,5,4,4,4,4,4,4,5,5,4,5,5,5,4,2,2,2,3,3,3,4,4,4,5,4,4,4,4,4,4
R0341,Female,46+,Doctorate,6-10 yrs,Medium (500-2000),Software Products,Senior/Managerial,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,4,4,4,4,5,4,4,4,4,3,5,3,3,4,3,3,2,2,1,2,1,1,2,2,2,3,1,2,2,2,2,2
R0342,Male,36-40,Bachelor's,>15 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,3,3,5,4,4,5,4,5,5,4,4,4,4,4,3,3,3,3,2,3,3,2,2,3,3,4,2,3,3,5,4,4,4,4,3,3,4,4,4
R0343,Male,36-40,Bachelor's,2-5 yrs,Large (>2000),IT Services/ITES,Entry-level,4,4,3,4,3,4,4,3,4,3,3,4,4,3,4,3,3,3,4,4,4,5,4,4,5,4,4,5,4,5,4,3,3,3,2,3,2,3,1,2,2,2,3,3,5,5,5,5,5,5,5,5,5,5
R0344,Male,31-35,Bachelor's,2-5 yrs,Small (<500),Software Products,Senior/Managerial,3,5,3,5,4,4,5,5,3,4,4,4,4,4,4,4,4,5,4,4,4,2,4,5,3,3,3,4,4,2,5,5,5,5,5,5,5,5,4,5,4,4,5,4,4,3,5,5,4,4,4,4,4,5
R0345,Female,36-40,Master's,<2 yrs,Large (>2000),Software Products,Leadership,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5
R0346,Female,46+,Doctorate,6-10 yrs,Small (<500),Software Products,Leadership,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,3,2,3,3,4,3,2,3,2,2,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,1,2,3,2,1,2,1,1,2
R0347,Female,26-30,Bachelor's,6-10 yrs,Medium (500-2000),AI/ML Firms,Entry-level,3,3,2,4,2,3,3,2,2,3,3,3,3,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,3,4,3,4,4,3,3,4,4,4,3,4,4,3,4,4,4,4,3,4
R0348,Male,26-30,Master's,11-15 yrs,Large (>2000),Software Products,Mid-level,5,5,5,5,5,5,5,5,4,5,4,5,5,3,4,4,5,5,3,3,3,3,2,3,3,4,3,3,2,3,5,4,4,5,5,3,5,5,4,4,4,4,4,4,5,5,4,5,4,4,5,5,5,5
R0349,Male,21-25,Master's,11-15 yrs,Large (>2000),Digital Enterprises,Leadership,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,5,5,5,5,4,3,4,3,4,4,1,1,2,2,2,1,2,2,2,2
R0350,Female,36-40,Bachelor's,2-5 yrs,Small (<500),IT Services/ITES,Senior/Managerial,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,4,5,4,5,3,3,3,4,5,5,4,5,4,4,5,5,4,5
